"variable","original_variable","module","n_total","n_missing","pct_missing","n_observed","initial_reading"
"quest__SMQ857","SMQ857","Questionnaire",10175,10172,99.97051597051598,3,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ380D","DUQ380D","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ230C","MCQ230C","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240B","MCQ240B","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240DK","MCQ240DK","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240K","MCQ240K","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240Q","MCQ240Q","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ090G","OSQ090G","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ120G","OSQ120G","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ220","OSQ220","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759C","PAQ759C","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759R","PAQ759R","Questionnaire",10175,10171,99.96068796068796,4,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240L","MCQ240L","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240M","MCQ240M","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OHQ780F","OHQ780F","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD030BD","OSD030BD","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ040BD","OSQ040BD","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ090F","OSQ090F","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ120F","OSQ120F","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759F","PAQ759F","Questionnaire",10175,10170,99.95085995085995,5,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ175X","DIQ175X","Questionnaire",10175,10169,99.94103194103194,6,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724O","PAQ724O","Questionnaire",10175,10168,99.93120393120392,7,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ009G","CDQ009G","Questionnaire",10175,10167,99.92137592137593,8,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CSQ120C","CSQ120C","Questionnaire",10175,10167,99.92137592137593,8,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ320","DUQ320","Questionnaire",10175,10167,99.92137592137593,8,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__HIQ031AA","HIQ031AA","Questionnaire",10175,10167,99.92137592137593,8,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD110D","OSD110D","Questionnaire",10175,10167,99.92137592137593,8,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ100D","OSQ100D","Questionnaire",10175,10167,99.92137592137593,8,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD030CB","OSD030CB","Questionnaire",10175,10166,99.91154791154791,9,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD050AB","OSD050AB","Questionnaire",10175,10166,99.91154791154791,9,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD050BB","OSD050BB","Questionnaire",10175,10166,99.91154791154791,9,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ040CB","OSQ040CB","Questionnaire",10175,10166,99.91154791154791,9,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759I","PAQ759I","Questionnaire",10175,10166,99.91154791154791,9,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ665C","SMQ665C","Questionnaire",10175,10166,99.91154791154791,9,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__HIQ031G","HIQ031G","Questionnaire",10175,10165,99.9017199017199,10,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240S","MCQ240S","Questionnaire",10175,10165,99.9017199017199,10,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724G","PAQ724G","Questionnaire",10175,10165,99.9017199017199,10,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CSQ120A","CSQ120A","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DBQ073D","DBQ073D","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__HIQ031C","HIQ031C","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240A","MCQ240A","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240O","MCQ240O","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD030AB","OSD030AB","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ040AB","OSQ040AB","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724M","PAQ724M","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759H","PAQ759H","Questionnaire",10175,10164,99.89189189189189,11,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ175V","DIQ175V","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ380E","DUQ380E","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240BB","MCQ240BB","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240J","MCQ240J","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ090E","OSQ090E","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ120E","OSQ120E","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ602Q","RHQ602Q","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ602U","RHQ602U","Questionnaire",10175,10163,99.88206388206389,12,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ665A","SMQ665A","Questionnaire",10175,10162,99.87223587223588,13,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ009A","CDQ009A","Questionnaire",10175,10161,99.86240786240786,14,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD030BC","OSD030BC","Questionnaire",10175,10161,99.86240786240786,14,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ040BC","OSQ040BC","Questionnaire",10175,10161,99.86240786240786,14,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ190","OSQ190","Questionnaire",10175,10161,99.86240786240786,14,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724AF","PAQ724AF","Questionnaire",10175,10161,99.86240786240786,14,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724I","PAQ724I","Questionnaire",10175,10160,99.85257985257985,15,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759U","PAQ759U","Questionnaire",10175,10160,99.85257985257985,15,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ542D","RHQ542D","Questionnaire",10175,10160,99.85257985257985,15,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080U","WHD080U","Questionnaire",10175,10160,99.85257985257985,15,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__ACD011B","ACD011B","Questionnaire",10175,10159,99.84275184275184,16,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240CC","MCQ240CC","Questionnaire",10175,10157,99.82309582309583,18,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CSQ120F","CSQ120F","Questionnaire",10175,10156,99.81326781326781,19,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD050CA","OSD050CA","Questionnaire",10175,10156,99.81326781326781,19,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080P","WHD080P","Questionnaire",10175,10156,99.81326781326781,19,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ175R","DIQ175R","Questionnaire",10175,10155,99.8034398034398,20,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD110C","OSD110C","Questionnaire",10175,10155,99.8034398034398,20,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ100C","OSQ100C","Questionnaire",10175,10155,99.8034398034398,20,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ175F","DIQ175F","Questionnaire",10175,10154,99.79361179361179,21,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240N","MCQ240N","Questionnaire",10175,10154,99.79361179361179,21,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OHQ780E","OHQ780E","Questionnaire",10175,10154,99.79361179361179,21,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ690B","SMQ690B","Questionnaire",10175,10153,99.78378378378379,22,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ740","SMQ740","Questionnaire",10175,10153,99.78378378378379,22,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CSQ120B","CSQ120B","Questionnaire",10175,10152,99.77395577395578,23,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724CM","PAQ724CM","Questionnaire",10175,10152,99.77395577395578,23,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ690F","SMQ690F","Questionnaire",10175,10151,99.76412776412776,24,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ830","SMQ830","Questionnaire",10175,10151,99.76412776412776,24,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ840","SMQ840","Questionnaire",10175,10151,99.76412776412776,24,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OHQ780D","OHQ780D","Questionnaire",10175,10150,99.75429975429975,25,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724Y","PAQ724Y","Questionnaire",10175,10150,99.75429975429975,25,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759L","PAQ759L","Questionnaire",10175,10150,99.75429975429975,25,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ020","RHQ020","Questionnaire",10175,10150,99.75429975429975,25,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ009B","CDQ009B","Questionnaire",10175,10149,99.74447174447174,26,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080K","WHD080K","Questionnaire",10175,10149,99.74447174447174,26,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240G","MCQ240G","Questionnaire",10175,10147,99.72481572481573,28,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759O","PAQ759O","Questionnaire",10175,10147,99.72481572481573,28,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ009C","CDQ009C","Questionnaire",10175,10146,99.71498771498771,29,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DBQ073E","DBQ073E","Questionnaire",10175,10146,99.71498771498771,29,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ661","SMQ661","Questionnaire",10175,10146,99.71498771498771,29,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080L","WHD080L","Questionnaire",10175,10146,99.71498771498771,29,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ175S","DIQ175S","Questionnaire",10175,10145,99.7051597051597,30,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ360","DUQ360","Questionnaire",10175,10145,99.7051597051597,30,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ160B","OSQ160B","Questionnaire",10175,10145,99.7051597051597,30,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__BMIRECUM","BMIRECUM","Examination",10175,10144,99.69533169533169,31,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__DBQ073C","DBQ073C","Questionnaire",10175,10144,99.69533169533169,31,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DBQ073U","DBQ073U","Questionnaire",10175,10144,99.69533169533169,31,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ240DD","MCQ240DD","Questionnaire",10175,10142,99.67567567567568,33,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"lab__LBXEMA","LBXEMA","Labs",10175,10141,99.66584766584766,34,"La ausencia bruta combina no participación, restricciones de edad, submuestras y ausencia de la determinación."
"quest__OHQ780J","OHQ780J","Questionnaire",10175,10140,99.65601965601965,35,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ009E","CDQ009E","Questionnaire",10175,10139,99.64619164619165,36,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ090D","OSQ090D","Questionnaire",10175,10139,99.64619164619165,36,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ120D","OSQ120D","Questionnaire",10175,10139,99.64619164619165,36,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724X","PAQ724X","Questionnaire",10175,10139,99.64619164619165,36,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"lab__PHAANTHR","PHAANTHR","Labs",10175,10138,99.63636363636364,37,"La ausencia bruta combina no participación, restricciones de edad, submuestras y ausencia de la determinación."
"lab__PHAANTMN","PHAANTMN","Labs",10175,10138,99.63636363636364,37,"La ausencia bruta combina no participación, restricciones de edad, submuestras y ausencia de la determinación."
"quest__MCQ240F","MCQ240F","Questionnaire",10175,10138,99.63636363636364,37,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ586U","RHQ586U","Questionnaire",10175,10138,99.63636363636364,37,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ151","MCQ151","Questionnaire",10175,10137,99.62653562653563,38,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ175K","DIQ175K","Questionnaire",10175,10136,99.61670761670761,39,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ586Q","RHQ586Q","Questionnaire",10175,10136,99.61670761670761,39,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ175L","DIQ175L","Questionnaire",10175,10135,99.6068796068796,40,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759G","PAQ759G","Questionnaire",10175,10135,99.6068796068796,40,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"lab__PHAALCHR","PHAALCHR","Labs",10175,10133,99.58722358722359,42,"La ausencia bruta combina no participación, restricciones de edad, submuestras y ausencia de la determinación."
"lab__PHAALCMN","PHAALCMN","Labs",10175,10133,99.58722358722359,42,"La ausencia bruta combina no participación, restricciones de edad, submuestras y ausencia de la determinación."
"quest__MCQ240P","MCQ240P","Questionnaire",10175,10133,99.58722358722359,42,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724E","PAQ724E","Questionnaire",10175,10133,99.58722358722359,42,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759K","PAQ759K","Questionnaire",10175,10133,99.58722358722359,42,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ280","DUQ280","Questionnaire",10175,10130,99.55773955773955,45,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OHQ780H","OHQ780H","Questionnaire",10175,10130,99.55773955773955,45,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ772B","PAQ772B","Questionnaire",10175,10130,99.55773955773955,45,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
